status,n,time_median,time_mean,time_p90,nodes_median,nodes_mean,optimal_rate
OPTIMAL,105,0.066,3.238752380952381,3.2948000000000004,1.0,11.066666666666666,1.0
GAP_LIMIT,74,9.755500000000001,26.23343243243243,76.43020000000001,28.5,81.27027027027027,0.0
