dataset,group,n,time_median,time_mean,time_p90,nodes_median,nodes_mean
FK_1,100 items / 10 knapsacks,10,5.537,8.4869,15.351499999999996,2.5,3.9
SMALL,60 items / 20 knapsacks,60,42.8595,65.60936666666666,152.7196,108.0,187.11666666666667
SMALL,60 items / 10 knapsacks,60,2.92,11.566416666666667,30.62540000000002,2.0,28.666666666666668
SMALL,40 items / 10 knapsacks,60,3.601,6.746683333333333,16.889400000000002,11.0,25.833333333333332
SMALL,40 items / 20 knapsacks,60,0.22949999999999998,3.1073,8.586700000000002,2.0,15.866666666666667
SMALL,20 items / 10 knapsacks,70,0.036000000000000004,0.11435714285714287,0.32780000000000004,1.0,7.142857142857143
SMALL,20 items / 20 knapsacks,58,0.003,0.004206896551724138,0.005,1.0,1.0689655172413792
