status,n,time_median,time_mean,time_p90,nodes_median,nodes_mean,optimal_rate
OPTIMAL,304,0.2425,11.097467105263158,25.301499999999994,1.0,33.01315789473684,1.0
GAP_LIMIT,74,9.755500000000001,26.23343243243243,76.43020000000001,28.5,81.27027027027027,0.0
